,Date,Year,Type,Country,Area,Location,Activity,Sex,Injury,Fatal (Y/N),Time,Species 
207,23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Near Patrick AFB, Brevard County",Surfing,F,Survived,N,Early afternoon,3' to 4' shark
208,23-Oct-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,,
209,23-Oct-2018,2018.0,Unprovoked,USA,California,Farallon Islands,Diving / Filming,M,Survived,N,Morning,"White shark, 17' female"
210,19-Oct-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Samurai Beach,Body Surfing,M,Survived,N,07h00,Bull shark?
211,Reported 16-Oct-2018,2018.0,Watercraft,SAMOA,Upolo,,Surf skiing ,M,No Injury,N,,
212,19-Oct-2018,2018.0,Unprovoked,NEW ZEALAND,North Island,Baylys Beach ,Surfing,M,Survived,N,18h00,"White Shark, 3.2m to 3.5m"
213,13-Oct-2018,2018.0,Questionable,AUSTRALIA,Western Australia,Two Rocks near Three Mile Reef,Spearfishing,M,No Injury,N,12h00,"White shark, 5m female"
214,11-Oct-2018,2018.0,Unprovoked,USA,Florida,"Bethune Beach, Volusia County",Surfing,F,Survived,N,Morning,Spinner shark
215,08-Oct-2018,2018.0,Provoked,AUSTRALIA,Queensland,Swain Reef,Fishing,M,Survived,N,Afternoon,"""reef shark"""
216,29-Sep-2018,2018.0,Unprovoked,USA,California,"Beacons Beach, San Diego County",Diving,M,Survived,N,06h55,"White shark, 11'"
217,28-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Northern Territory ,Groote Eylandt,,M,Survived,N,Afternoon,Bull shark
218,27-Sep-2018,2018.0,Watercraft,USA,California,Humboldt County,Fishing,M,No Injury,N,15h00,White shark
219,23-Sep-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,Treasure Cay,Spearfishing,F,Survived,N,13h42,Blacktip shark
220,20-Sep-2018,2018.0,Questionable,USA,Florida,"Jacksonville Beach, Duval County",,F,Survived,N,12h00,
221,20-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,Survived,N,13h45,
222,19-Sep-2018,2018.0,Unprovoked,JAMAICA,St. Mary Parish,James Bond Beach,Spearfishing,M,Fatal,Y,,
223,19-Sep-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,"Cid Harbor, Whitsundays",Swimming,F,Survived,N,17h00,
224,15-Sep-2018,2018.0,Unprovoked,USA,Massachusetts,"Newcomb Hollow Beach, Wellfleet, Barnstable County",Boogie boarding,M,Fatal,Y,12h00,White shark
225,08-Sep-2018,2018.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,13h15,
226,08-Sep-2018,2018.0,Unprovoked,USA,Hawaii,"Pounders Beach, Oahu",Stand-Up Paddleboarding,M,Survived,N,08h30,"Tiger shark, 10' to 12'"
227,07-Sep-2018,2018.0,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County",Surfing,M,Survived,N,09h29,
228,01-Sep-2018,2018.0,Provoked,IRELAND,County Cork,,Fishing,M,Survived,N,18h00,"Blue shark, 47kg"
229,Reported 28-Aug-2018,2018.0,Unprovoked,BAHAMAS,,,Diving,M,Survived,N,,Lemon shark
230,24-Aug-2018,2018.0,Unprovoked,USA,California,"Huntington Beach, Orange County",Swimming,M,Survived,N,20h00,5' to 8' shark
231,20-Aug-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,Carter's Cay,Spearfishing,M,Survived,N,,Reef shark
232,18-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Atlantic Beach, Carteret  County",Surfing,M,Survived,N,10h47,
233,18-Aug-2018,2018.0,Unprovoked,ITALY,"Chieti, Province",Torino di Sangro ,Playing,M,Survived,N,,
234,15-Aug-2018,2018.0,Unprovoked,BAHAMAS,Abaco Islands,"Coco Bay, Green Turtle Cay",Standing,F,Survived,N,08h30,Nurse shark
235,15-Aug-2018,2018.0,Questionable,USA,Maryland,"Rhode River, Chesapeake Bay",,M,Survived,N,Sunset,
236,15-Aug-2018,2018.0,Unprovoked,USA,Massachusetts,"Longnook Beach, Truro, Barnstable County",Swimming,M,Survived,N,16h00,White shark
237,09-Aug-2018,2018.0,Unprovoked,USA,Texas,"Crystal Beach, Galveston  County",Spearfishing,M,Survived,N,10h00,"Said to involve a bull shark, 5' to 6'"
238,05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Standing,M,Survived,N,,Said to involve a blacktip shark
239,05-Aug-2018,2018.0,Unprovoked,USA,North Carolina,"Bald Head Island, Brunswick County",Swimming/Standing,F,Survived,N,10h30,
240,03-Aug-2018,2018.0,Unprovoked,EGYPT,,Marsa Alam,Snorkeling,M,Fatal,Y,15h00,Tiger shark
241,29-Jul-2018,2018.0,Unprovoked,USA,Florida,"St Augustine, St Johns County",Surfing,M,Survived,N,,
242,24-Jul-2018,2018.0,Provoked,CHINA,Guizhou Province,Shopping mall aquarium in Guiyang City,Putting hand in shark tank,F,Survived,N,Afternoon,
243,18-Jul-2018,2018.0,Unprovoked,USA,New York,"Atlantique Beach, Fire Island, Suffolk County",Boogie Boarding,M,Survived,N,12h00,Sandtiger shark
244,18-Jul-2018,2018.0,Unprovoked,USA,New York,"Sailors Haven, Fire Island, Suffolk County",Wading,F,Survived,N,11h15,Sandtiger shark
247,14-Jul-2018,2018.0,Provoked,USA,California,"Trinidad Beach, Huboldt County",Wading,F,Survived,N,14h11,"Salmon shark, juvenile"
248,14-Jul-2018,2018.0,Under investigation,USA,Florida,"Playalinda Beach, Brevard County",Surfing,F,Survived,N,13h30,
249,13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Wading,M,Survived,N,15h40,
250,13-Jul-2018,2018.0,Unprovoked,USA,Florida,"Fernandina Beach, Nassau County",Surfing,M,Survived,N,15h35,
251,11-Jul-2018,2018.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,11h30,
252,Reported 09-Jul-2018.,2018.0,Unprovoked,BAHAMAS,The Exuma Cays,Staniel Cay,Floating,F,Survived,N,,"Nurse shark, 5'"
253,07-Jul-2018,2018.0,Invalid,USA,Florida,"John Pennekamp Coral Reef State Park, Monroe County",Snorkeling,M,Survived,N,13h30,"Injury most likely caused by barracuda, not a shark"
254,02-Jul-2018,2018.0,Unprovoked,USA,South Carolina,Myrtle Beach,Boogie boarding,F,Survived,N,14h40,
255,25-Jun-2018,2018.0,Watercraft,USA,California,"Oceanside, San Diego County",Paddling,F,No Injury,N,18h00,White shark
256,18-Jun-2018,2018.0,Provoked,USA,Florida,"Near the Bahia Honda Bridge, Monroe County",Fishing,M,Survived,N,,Nurse shark
257,18-Jun-2018,2018.0,Unprovoked,USA,Georgia,"St. Simon Island, Glynn County",Standing,F,Survived,N,14h00  -15h00,
258,09-Jun-2018,2018.0,Invalid,USA,Hawaii,"Habush, Oahu",Surfing,M,Survived,N,07h45,
259,08-Jun-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Arrawarra Headland,Surfing,M,Survived,N,,2 m shark
260,04-Jun-2018,2018.0,Provoked,MEXICO,Colima,La Ticla,Free diving,M,Survived,N,,"Tiger shark, 3m"
261,03-Jun-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Flat Rock, Ballina",Kite surfing,M,No Injury,N,,
262,03-Jun-2018,2018.0,Unprovoked,BRAZIL,Pernambuco,"Piedade Beach, Recife",Swimming,M,Fatal,Y,Late afternoon,Tiger shark
263,Jun-1018,2018.0,Unprovoked,EGYPT,,Brothers Island,Scuba Diving,M,Survived,N,,Oceanic whitetip shark
264,27-May-2018,2018.0,Provoked,USA,Florida,"Lighhouse Point Park, Ponce Inlet, Volusia County",Fishing,M,Survived,N,,"Lemon shark, 3'"
265,26-May-2018,2018.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",Walking,M,Survived,N,17h00,"Bull shark, 6'"
266,26-May-2018,2018.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Standing,M,Survived,N,14h00,
267,24-May-2018,2018.0,Provoked,AUSTRALIA,Queensland,Cairns Aquarium,Feeding sharks,M,Survived,N,Morning,Grey reef shark
268,21-May-2018,2018.0,Unprovoked,USA,South Carolina,"Isle of Palms,  Charleston County",Boogie boarding,M,Survived,N,,
269,13-May-2018,2018.0,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",Swimming,M,Survived,N,15h00,
270,13-May-2018,2018.0,Invalid,ENGLAND,Cornwall,Off Land's End,Fishing,M,Survived,N,08h15,Invalid incident
271,May 2018,2018.0,Provoked,AUSTRALIA,Westerm Australia,Dugong Bay,Feeding sharks,F,Survived,N,,"Tawny nurse shark, 2m"
272,12-May-2018,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Beach, East London",Surfing,M,Survived,N,11h00,
273,09-May-2018,2018.0,Questionable,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",Surfing,M,No Injury,N,10h30,Shark involvement not confirmed
274,Reported 30-Apr-2018,2018.0,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,Survived,N,,
275,28-Apr-2018,2018.0,Provoked,USA,Texas,Galveston Bay,Fishing,M,Survived,N,,Sandtiger shark'
276,28-Apr-2018,2018.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,M,No Injury,N,10h40,Tiger shark
277,28-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Gearys Beach,Surfing,M,No Injury,N,16h50,
278,25-Apr-2018,2018.0,Questionable,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,No Injury,N,07h00,Questionable
279,25-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Surfers Point, Prevelly",Surfing,M,No Injury,N,09h30,3 m shark
280,24-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing,M,No Injury,N,Afternoon,"White shark, 3.5 m"
281,23-Apr-2018,2018.0,Unprovoked,MALDIVES,Alifu Alifu Atoll,Madoogali,Fishing,M,Survived,N,21h50,Tiger shark
282,22-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",Surf-skiing,M,No Injury,N,09h40,"White shark, 2.5 m"
283,19-Apr-2018,2018.0,Unprovoked,USA,Hawaii,"Shipwreck’s Beach, Keoneloa Bay, Kauai",Body boarding,M,Survived,N,,6' shark
284,15-Apr-2018,2018.0,Unprovoked,THAILAND,Hua Hin,Sai Noi Beach,Swimming,M,Survived,N,,Juvenile bull shark
286,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Lefthanders, Margaret River Area",Surfing,M,Survived,N,,
287,15-Apr-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"Cobblestones, Margaret River Area",Surfing,M,Survived,N,08h00,
288,14-Apr-2018,2018.0,Unprovoked,BAHAMAS,New Providence,Nirvana Beach,Surfing,M,Survived,N,09h30,Tiger shark
289,Reported 10-Apr-2018,2018.0,Invalid,BRAZIL,Alagoas,"Praia de Sauaçuhy, Maceió",Fishing,M,Survived,N,,Shark involvement not confirmed
290,09-Apr-2018,2018.0,Unprovoked,NEW CALEDONIA,,"Magenta Beach, Noumea",Foilboarding,M,No Injury,N,17h00,2 m shark
291,05-Apr-2018,2018.0,Unprovoked,BAHAMAS,,Bimini,Swimming,M,Survived,N,18h00,Bull shark
292,03-Apr-2018,2018.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Surfing,M,Survived,N,15h00,White shark
293,31-Mar-2018,2018.0,Unprovoked,USA,Hawaii,Kukio Beach,Stand-Up Paddleboarding,M,Survived,N,09h30,"Tiger shark, 12'"
294,14-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Waterman's Bay,Wading,M,Survived,N,17h35,Wobbegong shark
295,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Victoria,Lorne,Swimming,M,No Injury,N,15h30,3.5 m shark
296,9-Mar-2018,2018.0,Unprovoked,AUSTRALIA,Victoria,Winkipop,Surfing,M,Survived,N,07h30,1.8 m shark
297,24-Feb-2018,2018.0,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban,Scuba Diving,M,Survived,N,,Blacktip shark
298,23-Feb-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Little Congwong Beach, La Perouse ",Swimming,F,Survived,N,"19h00, Dusk","Juvenile white shark,  2.7 to 3.2 m"
299,18-Feb-2018,2018.0,Provoked,AUSTRALIA,Victoria,Westernport Bay,Fishing,M,Survived,N,Night,
300,15-Feb-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,"Surf Beach, Kiama",Walking,M,Survived,N,16h00,"Bull shark, 2 m"
301,14-Feb-2018,2018.0,Invalid,AUSTRALIA,Queensland,Mooloolaba Beach,Swimming,F,Survived,N,18h00,Possibly a wobbegong
302,11-Feb-2018,2018.0,Invalid,BRAZIL,"Boi Island, Victoria",Espirito Santo,Cleaning fish,F,Survived,N,,"Injury believed caused by an eel, not a shark"
303,03-Feb-2018,2018.0,Unprovoked,ECUADOR,Galapagos Islands,Santa Fe Island,Snorkeling,M,Survived,N,,Galapagos shark?
304,01-Feb-2018,2018.0,Invalid,AUSTRALIA,Western Australia,"Avalon Point, Manurah",Spearfishing,M,No Injury,N,,2m shark
305,28-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,Cone Bay,,M,Survived,N,08h00,Bull shark
306,21-Jan-2018,2018.0,Unprovoked,NEW CALEDONIA,,Nouville,Spearfishing,M,Survived,N,15h30,"Bull shark, 3 m "
307,14-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Queensland,Lizard Island,Diving,M,Survived,N,15h01,Grey reef shark. 2 m
308,13-Jan-2018,2018.0,Unprovoked,AUSTRALIA,New South Wales,Martin Islet,Free diving,M,No Injury,N,,"White shark, 3.5 m"
309,12-Jan-2018,2018.0,Unprovoked,BRAZIL,Fernando de Noronha,Conceicao Beach,Surfing,M,Survived,N,Late afternoon,small shark
310,05-Jan-2018,2018.0,Unprovoked,AUSTRALIA,Western Australia,"South Point, Gracetown",Surfing,M,Survived,N,,Wobbegong shark?
311,31-Dec-2017,2017.0,Unprovoked,USA,Hawaii,"Hultin's Beach, Oahu",Surfing,F,Survived,N,18h00,Tiger shark
312,30-Dec-2017,2017.0,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing,F,Survived,N,12h00,
313,21-Dec-2017,2017.0,Provoked,MALAYSIA,Sepang,Bagan Lalang Beach,Fishing / Wading,M,Survived,N,,Juvenile nurse shark
314,09-Dec-2017,2017.0,Unprovoked,BAHAMAS,,,Snorkeling,F,Survived,N,,Nurse shark. 5'
315,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba Diving,M,Survived,N,,"Tiger shark, female"
316,30-Nov-2017,2017.0,Unprovoked,COSTA RICA,Cocos Island,Manuelita,Scuba diving,F,Fatal,Y,,"Tiger shark, female"
317,Reported 25-Nov-2017,2017.0,Sea Disaster,LIBYA,, Gars Garabulli,2 boats capsized,F,Fatal,Y,,Some drowned but other may have been killed by blue sharks
318,24-Nov-2017,2017.0,Unprovoked,USA,California,"Stillwater Cove, Monterey County",Spearfishing,M,Survived,N,13h45,"White shark, 4.6 m"
319,18-Nov-2017,2017.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,F,Survived,N,Late afternoon,
320,Reported 13-Nov-2017,2017.0,Unprovoked,,,,Surfing,M,Survived,N,,
321,13-Nov-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,M,Survived,N,16h00,2 m shark
322,04-Nov-2017,2017.0,Unprovoked,CUBA,Holquin Province,Guardalavaca Beach,Night bathing,M,Fatal,Y,23h30,Tiger shark
323,02-Nov-2017,2017.0,Unprovoked,USA,Hawaii,Makaha,Surfing,M,Survived,N,14h15,
324,Reported 31-Oct-2017,2017.0,Unprovoked,AUSTRALIA,Queensland,Magnetic Island,Snorkeling,M,Survived,N,,Cookiecutter shark
325,28-Oct-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Birubi Point,Surfing,M,Survived,N,09h00,"Wobbegong shark, 1 m"
326,26-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"White Plains Beach, Oahu",Stand-Up Paddleboarding,M,No Injury,N,15h00,
327,23-Oct-2017,2017.0,Unprovoked,MAURITIUS,Pamplemousses ,Le Goulet,Swimming,M,Survived,N,Afternoon,
328,23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing ,M,Survived,N,17h00,
329,23-Oct-2017,2017.0,Unprovoked,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Swimming,F,Survived,N,08h00,
330,22-Oct-2017,2017.0,Unprovoked,AUSTRALIA,South Australia,Normanville,Kayaking / Fishing,F,Survived,N,Afternoon,"White shark, 4.5 m"
331,21-Oct-2017,2017.0,Watercraft,NEW ZEALAND,North Island,"Off Tapuna Beach, Auckand",Kayaking,M,No Injury,N,09h00,2 m shark
332,18-Oct-2017,2017.0,Unprovoked,USA,Florida,"Lantana Beach, Palm Beach County",Swimming,M,Survived,N,14h30,"Spinner shark, 4 to 5 feet"
333,09-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,M,Survived,N,18h30,"Tiger shark, 8 to 10 feet"
334,05-Oct-2017,2017.0,Unprovoked,USA,Hawaii,"Kama‘ole Beach Park, Maui ",Snorkeling,F,Survived,N,12h30,8' shark
336,25-Sep-2017,2017.0,Unprovoked,USA,Florida,"Hanna Park, Jacksonville, Duval County",Surfing,M,Survived,N,Morning,5' shark
337,25-Sep-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Gracetown,Surfing,M,No Injury,N,18h00,"White shark, 3.5 m"
339,24-Sep-2017,2017.0,Unprovoked,USA,Florida,Fort Worth,Surfing,M,Survived,N,14h00,4' to 5' shark
340,20-Sep-2017,2017.0,Unprovoked,USA,Florida,Palm Beach County,Surfing,M,Survived,N,Morning,
341,16-Sep-2017,2017.0,Unprovoked,SPAIN,Canary Islands,Gran Canaria ,Body surfing,M,Survived,N,,"Porbeagle, 1.5 m"
342,16-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,16h30,
344,15-Sep-2017,2017.0,,SAMOA, Upolu Island,Nofoali’i,Fishing,M,Survived,N,Night,
345,Sep-2017,2017.0,Watercraft,AUSTRALIA,Westerm Australia,Esperance,Fishing,M,Survived,N,,"White shark, 3.5m"
346,13-Sep-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,18h45,5' to 6' shark
347,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,Westerm Australia,Sam's Creek area,Swimming,M,Survived,N,15h00,
348,10-Sep-2017,2017.0,Unprovoked,AUSTRALIA,New South Wales,Iluka Beach,Surfing,M,Survived,N,06h00,"White shark, 3 to 3.5m "
349,Reported 06-Sep-2017,2017.0,Unprovoked,SOLOMON ISLANDS,,Owarigi Island,Spearfishing,M,Survived,N,,
350,03-Sep-2017,2017.0,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,"Swimming, poaching abalone",M,Fatal,Y,Morning,
351,03-Sep-2017,2017.0,Unprovoked,JAPAN,Shizuoka Prefecture,Iwata City,Surfing,M,Survived,N,10h00,
352,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"Marathon, Monroe County",Swimming,M,Survived,N,,Nurse shark
353,02-Sep-2017,2017.0,Unprovoked,USA,Texas,"South Padre Island, Cameron County",Swimming,F,Survived,N,,
354,02-Sep-2017,2017.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,Survived,N,10h44,
355,29-Aug-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,Cathedral Rock,Surfing,M,No Injury,N,10h30,"White shark, 3 m"
356,27-Aug-2017,2017.0,Unprovoked,USA,Florida,Bathtub Beach ,Wading,F,Survived,N,13h19,
358,26-Aug-2017,2017.0,Watercraft,NEW ZEALAND,North Island,Off Tutukaka,Canoeing,M,No Injury,N,,
359,23-Aug-2017,2017.0,Unprovoked,USA,Massachusetts,"Marconi Beach, Wellfleet, Barnstable County",SUP,M,Survived,N,10h00,"White shark, 5' to 7'"
360,18-Aug-2017,2017.0,Unprovoked,BAHAMAS,,,Spearfishing,M,Survived,N,15h00,5' shark
361,10-Aug-2017,2017.0,Unprovoked,USA,South Carolina,"Sea Pines Resort, Hilton Head Island, Beaufort County",Swimming,M,Survived,N,13h30,Possibly a juvenile blacktip shark
362,05-Aug-2017,2017.0,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,F,Survived,N,,"Oceanic whitetip shark, 1.8 to 2 m"
363,03-Aug-2017,2017.0,Provoked,USA,Massachusetts,"Menauhant Beach, Falmouth,
Barnstable County",Fishing,M,Survived,N,23h30,4' shark
364,01-Aug-2017,2017.0,Watercraft,USA,California,"Between Pescadero Point & Bean Hollow Beach, San Mateo County",Fishing,M,No Injury,N,10h45,"White shark, 10'"
365,31-Jul-2017,2017.0,Unprovoked,USA,Florida,"Jacksonvlle, Duval County",Skimboarding,M,Survived,N,18h30,
367,29-Jul-2017,2017.0,Unprovoked,USA,South Carolina,"DeBordieu Colony, Georgetown County",,F,Survived,N,Afternoon,
368,27-Jul-2017,2017.0,Unprovoked,BAHAMAS,New Providence District,Rose Island,Snorkeling,F,Survived,N,,
369,Reported 26-Jul-2017,2017.0,Unprovoked,BAHAMAS,40 miles off Grand Bahama Island,,Spearfishing,M,Survived,N,,
370,24-Jul-2017,2017.0,Unprovoked,"ST HELENA, British overseas territory",Ascension Island,English Bay,Surfing,M,Survived,N,17h00,
371,23-Jul-2017,2017.0,Unprovoked,USA,New Jersey,Ventnor,,F,Survived,N,,Sandtiger shark  2'
372,23-Jul-2017,2017.0,Unprovoked,SPAIN,Majorca,"Estanys Beach, Colonia de Sant",Swimming,F,Survived,N,Afternoon,Blue shark 6'
373,22-Jul-2017,2017.0,Unprovoked,USA,Florida,"Snipes Point, Monroe County",,F,Survived,N,12h30,"""A small shark"""
375,20-Jul-2017,2017.0,Watercraft,USA,California,"Stearns Wharf, Santa Barbara",Kayaking,M,No Injury,N,11h20,"White shark, 11' to 13'"
376,20-Jul-2017,2017.0,Unprovoked,USA,California,"Seal Rock, Goleta Beach, Santa Barbara",SUP,M,No Injury,N,07h45,"White shark, 8' to 10'"
377,14-Jul-2017,2017.0,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",Surfing,M,Survived,N,18h30,"White shark, 9'"
378,14-Jul-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,Floreat Beach,Surfing,M,Survived,N,11h45,
379,11-Jul-2017,2017.0,Watercraft,USA,California,"Santa Cruz, Santa Cruz County",Kayaking,M,No Injury,N,11h00,White shark
380,09-Jul-2017,2017.0,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",Swimming,M,Survived,N,15h30,"Bull shark, 4' to 5'"
381,Reported 07-Jul-2017,2017.0,Provoked,MEXICO,Tabasco,"Sánchez Magallanes, Cárdenas",Fishing,M,Survived,N,,"Tiger shark, 100 kg"
382,07-Jul-2017,2017.0,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",Surfing,F,No Injury,N,15h00,"White shark, 2.5 m"
385,21-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"South Forest Beach, Hilton Head Island, Beaufort County",Swimming,F,Survived,N,,
386,19-Jun-2017,2017.0,Unprovoked,USA,Florida,"Singer Island, Palm Beach County",Surfing,M,Survived,N,Morning,
387,18-Jun-2017,2017.0,Unprovoked,USA,South Carolina,"Burkes Beach, Hilton Head, Beaufort County",Swimming,F,Survived,N,,"Bull shark, 4' to 5'"
388,18-Jun-2017,2017.0,Unprovoked,REUNION,,Roches Noire,Body boarding,M,No Injury,N,10h00,"Bull shark, 2m"
389,17-Jun-2017,2017.0,Unprovoked,SPAIN,Ibiza Island,Playa d’en Bossa,Swimming,M,Survived,N,12h00,
390,2017.06.05,2017.0,Unprovoked,FRENCH POLYNESIA,Marquesas,"Atuona Bay, Hiva Oa Island",Surfing,M,Survived,N,,
391,Reported 14-Jun-2017,2017.0,Unprovoked,BAHAMAS,,,Feeding sharks,F,Survived,N,,
392,11-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Western Australia,"Point Casuarina, Bunbury",Body boarding,M,No Injury,N,08h30,"White shark, 4 m"
393,10-Jun-2017,2017.0,Unprovoked,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Surfing,F,No Injury,N,15h45,Seven-gill shark
394,10-Jun-2017,2017.0,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,Survived,N,10h00,
395,Reported 07-Jun-2017,2017.0,Unprovoked,UNITED KINGDOM,South Devon,Bantham Beach,Surfing ,M,Survived,N,,"3m shark, probably a smooth hound"
396,04-Jun-2017,2017.0,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,M,Survived,N,,8' shark
397,02-Jun-2017,2017.0,Unprovoked,BAHAMAS,New Providence ,Athol Island,Snorkeling,F,Survived,N,Shortly before 12h00,Tiger shark
398,30-May-2017,2017.0,Provoked,USA,South Carolina,"Awendaw, Charleston County",Touching a shark,F,Survived,N,,3' shark
399,28-May-2017,2017.0,Unprovoked,USA,Florida,Off Jupiter,Feeding sharks,M,Survived,N,Morning,Tiger shark
400,27-May-2017,2017.0,Invalid,AUSTRALIA,New South Wales,Evans Head,Fishing ,M,Survived,N,,
401,12-May-2017,2017.0,Unprovoked,UNITED ARAB EMIRATES,"Sharjah, ",Khor Fakkan,Spearfishing,M,Survived,N,Morning,
402,Reported 06-May-2017,2017.0,Provoked,AUSTRALIA,Queensland,Weipa,Attempting to lasso a shark,M,Survived,N,,9' shark
403,05-May-2017,2017.0,Unprovoked,MEXICO,Baja California Sur,"Los Arbolitos, Cabo Pulmo",Snorkeling,M,Fatal,Y,17h00,
405,29-Apr-2017,2017.0,Unprovoked,USA,California,"San Onofre, San Diego County ",Swimming,F,Survived,N,17h34,
